timestamp,used_mb,avail_mb,mem_pct,pid1,name1,rss1,cpu1,pid2,name2,rss2,cpu2,pid3,name3,rss3,cpu3,pid4,name4,rss4,cpu4,pid5,name5,rss5,cpu5
1775697129.44,6205.5,10178.5,37.9,1010,chrome,719.49,25.8,1112,java,107.07,24.1,1230,docker,29.22,7.5,1334,docker,37.5,13.9,1452,slack,99.32,28.5
1775697131.44,6227.45,10156.55,38.0,1008,java,672.93,16.4,1113,docker,193.78,22.6,1232,postgres,208.12,15.6,1343,node,63.99,2.3,1448,node,50.76,9.6
1775697133.44,6219.71,10164.29,38.0,1003,code,361.15,9.9,1118,java,48.35,25.0,1228,spotify,253.18,0.6,1342,java,101.93,28.3,1448,java,138.02,28.6
1775697135.44,6217.87,10166.13,38.0,1008,spotify,723.36,14.6,1115,java,207.12,11.7,1232,java,197.71,25.2,1335,spotify,112.65,27.2,1453,spotify,109.45,2.5
1775697137.44,6190.94,10193.06,37.8,1005,node,391.02,10.1,1117,postgres,307.0,25.0,1226,code,134.24,22.5,1333,firefox,54.54,2.1,1454,chrome,123.13,28.5
1775697139.44,6204.22,10179.78,37.9,1002,node,144.67,20.1,1120,node,199.39,7.7,1227,python3,168.14,28.9,1334,python3,193.39,3.2,1444,postgres,96.37,27.2
1775697141.44,6179.13,10204.87,37.7,1010,node,126.43,23.2,1121,spotify,327.07,23.9,1231,chrome,103.47,12.9,1338,code,107.37,10.2,1450,docker,25.83,28.8
1775697143.44,6204.58,10179.42,37.9,1002,java,182.1,15.7,1121,postgres,255.97,27.6,1229,docker,125.56,21.9,1337,firefox,172.2,24.9,1445,postgres,142.24,7.3
1775697145.44,6184.74,10199.26,37.7,1005,python3,415.66,10.6,1115,firefox,129.87,17.9,1226,slack,19.2,28.4,1334,node,147.51,14.7,1447,docker,106.89,14.7
1775697147.44,6189.52,10194.48,37.8,1003,java,568.84,9.2,1120,firefox,202.47,15.9,1228,slack,99.36,21.1,1337,postgres,59.64,3.6,1447,firefox,27.93,16.1
1775697149.44,6190.51,10193.49,37.8,1009,slack,497.59,29.4,1114,postgres,110.31,5.4,1222,slack,48.31,1.4,1333,slack,67.28,28.3,1454,docker,25.39,0.4
1775697151.44,6181.21,10202.79,37.7,1005,python3,774.12,7.6,1118,code,333.29,12.0,1223,spotify,174.03,1.6,1335,spotify,190.46,2.6,1447,code,93.71,12.5
1775697153.44,6164.35,10219.65,37.6,1007,postgres,695.12,29.7,1115,spotify,257.89,18.3,1223,node,173.05,7.9,1334,python3,57.47,16.6,1446,chrome,71.28,20.7
1775697155.44,6152.82,10231.18,37.6,1004,postgres,577.24,13.6,1121,node,371.47,23.6,1232,spotify,181.96,28.0,1339,code,114.61,19.4,1448,python3,20.71,5.0
1775697157.44,6144.28,10239.72,37.5,1001,docker,566.51,21.0,1115,slack,227.49,13.1,1231,chrome,239.02,22.0,1342,postgres,17.35,6.9,1454,spotify,98.07,0.6
1775697159.44,6167.91,10216.09,37.6,1009,chrome,622.33,5.3,1119,docker,368.53,5.4,1231,java,175.36,14.8,1334,docker,77.74,10.0,1454,code,138.66,9.9
1775697161.44,6163.94,10220.06,37.6,1008,chrome,391.12,9.4,1116,code,388.82,12.1,1230,chrome,181.08,16.3,1339,chrome,47.67,10.9,1451,docker,124.0,6.1
1775697163.44,6152.66,10231.34,37.6,1007,docker,141.07,29.2,1120,node,291.17,9.3,1222,slack,118.66,6.7,1334,docker,190.07,19.4,1446,docker,149.9,8.8
1775697165.44,6148.69,10235.31,37.5,1007,slack,158.48,5.7,1120,slack,304.86,4.1,1223,postgres,209.84,25.6,1338,slack,62.59,0.1,1448,spotify,96.99,19.8
1775697167.44,6134.09,10249.91,37.4,1007,firefox,299.33,22.9,1117,docker,374.82,26.1,1225,spotify,112.41,25.7,1339,chrome,72.16,14.2,1450,java,158.26,23.8
1775697169.44,6129.46,10254.54,37.4,1009,firefox,702.28,26.2,1118,code,222.23,13.7,1224,java,234.4,29.1,1334,docker,159.04,8.0,1453,java,107.48,25.6
1775697171.44,6122.78,10261.22,37.4,1006,firefox,520.1,26.6,1118,slack,38.46,2.1,1232,postgres,266.02,22.4,1339,code,155.07,21.1,1445,docker,34.95,9.0
1775697173.44,6136.21,10247.79,37.5,1006,python3,233.15,12.4,1121,python3,88.74,2.4,1228,spotify,187.45,14.9,1342,python3,56.04,19.1,1451,postgres,110.03,27.0
1775697175.44,6138.99,10245.01,37.5,1008,python3,105.4,28.4,1120,postgres,264.6,12.7,1226,docker,227.99,6.0,1339,docker,32.5,11.4,1449,spotify,54.38,21.0
1775697177.44,6040.36,10343.64,36.9,1000,spotify,608.88,25.0,1115,node,252.65,10.6,1232,node,171.89,20.3,1343,python3,130.3,27.1,1454,chrome,56.34,13.2
1775697179.44,6044.63,10339.37,36.9,1001,postgres,295.04,12.5,1114,python3,319.94,26.3,1227,slack,142.12,8.2,1335,postgres,183.88,28.3,1448,firefox,130.63,14.0
1775697181.44,6067.39,10316.61,37.0,1010,java,775.45,24.1,1116,code,321.51,0.4,1230,code,130.36,20.2,1343,postgres,122.11,24.7,1449,code,111.23,14.1
1775697183.44,6079.25,10304.75,37.1,1005,spotify,216.03,1.9,1118,postgres,268.46,3.5,1222,chrome,92.76,14.8,1334,node,178.86,4.1,1451,firefox,110.57,22.3
1775697185.44,6094.41,10289.59,37.2,1006,code,675.27,18.5,1115,chrome,283.86,6.5,1229,node,230.53,3.0,1343,firefox,114.59,29.3,1449,chrome,69.72,5.7
1775697187.44,6089.63,10294.37,37.2,1007,code,547.08,19.3,1120,chrome,43.97,10.0,1224,spotify,67.97,24.9,1341,node,122.45,24.4,1447,firefox,126.16,23.7
1775697189.44,6080.11,10303.89,37.1,1008,postgres,648.89,3.3,1111,python3,30.57,23.7,1225,spotify,97.61,5.2,1333,python3,151.57,15.8,1445,docker,77.24,10.9
1775697191.44,6073.7,10310.3,37.1,1003,spotify,82.52,23.5,1121,slack,138.11,19.3,1222,chrome,266.31,25.4,1339,code,104.43,27.3,1445,code,58.32,4.5
1775697193.44,6088.88,10295.12,37.2,1006,spotify,447.92,13.6,1120,java,62.19,21.1,1232,slack,196.88,6.5,1340,node,90.09,24.8,1450,java,119.44,9.4
1775697195.44,6104.29,10279.71,37.3,1002,docker,100.35,25.0,1112,java,61.21,22.2,1224,slack,31.66,28.7,1341,firefox,138.13,12.3,1454,java,140.21,21.6
1775697197.44,6124.68,10259.32,37.4,1003,python3,542.55,6.7,1112,firefox,342.02,11.0,1226,spotify,73.21,12.9,1341,spotify,127.54,19.3,1444,spotify,149.36,24.9
1775697199.44,6121.15,10262.85,37.4,1004,firefox,313.27,5.4,1113,spotify,271.5,2.1,1232,chrome,39.61,15.9,1339,java,97.56,4.7,1448,firefox,126.53,17.0
1775697201.44,6125.88,10258.12,37.4,1010,code,254.08,19.9,1118,spotify,190.77,8.2,1230,code,102.96,3.3,1343,spotify,103.74,20.0,1444,node,69.29,18.0
1775697203.44,6349.45,10034.55,38.8,1003,python3,623.12,8.7,1112,chrome,211.52,12.9,1224,java,149.81,6.9,1341,firefox,26.01,25.9,1444,java,12.81,27.6
1775697205.44,6362.67,10021.33,38.8,1006,postgres,136.38,0.6,1116,python3,325.5,18.5,1227,code,125.84,3.2,1339,spotify,87.58,2.4,1448,firefox,43.24,23.4
1775697207.44,6348.21,10035.79,38.7,1008,slack,195.43,23.3,1116,python3,113.6,4.4,1225,python3,167.27,22.8,1343,code,45.71,23.2,1451,docker,123.17,22.8
1775697209.44,6316.41,10067.59,38.6,1009,firefox,698.19,18.8,1113,docker,50.61,13.3,1226,postgres,164.52,10.6,1334,postgres,99.08,1.1,1449,postgres,21.51,25.9
1775697211.44,6327.69,10056.31,38.6,1008,java,397.03,16.6,1111,docker,365.89,17.1,1225,firefox,167.92,15.0,1333,docker,31.91,27.0,1449,code,85.68,5.2
1775697213.44,6328.45,10055.55,38.6,1002,firefox,329.64,8.5,1117,firefox,279.59,1.6,1232,firefox,33.14,2.8,1343,java,65.78,21.7,1454,spotify,140.99,10.0
1775697215.44,6345.09,10038.91,38.7,1005,postgres,775.77,21.0,1117,python3,248.14,28.1,1226,slack,110.84,23.7,1335,slack,30.02,20.1,1452,firefox,12.73,9.3
1775697217.44,6358.72,10025.28,38.8,1002,python3,107.87,25.3,1112,slack,314.08,25.1,1230,chrome,182.15,26.3,1342,python3,124.48,4.6,1446,spotify,131.36,5.0
1775697219.44,6355.14,10028.86,38.8,1010,node,777.19,18.3,1118,node,225.25,9.3,1229,node,108.63,28.4,1340,docker,156.77,23.3,1452,slack,72.8,4.9
1775697221.44,6362.06,10021.94,38.8,1007,firefox,465.91,3.1,1119,code,131.9,22.9,1226,docker,242.99,4.4,1339,code,189.95,6.7,1451,firefox,149.57,12.4
1775697223.44,6382.07,10001.93,39.0,1006,code,331.18,0.8,1112,firefox,321.77,4.1,1226,docker,190.68,4.2,1340,docker,127.88,27.2,1444,postgres,42.35,4.5
1775697225.44,6401.78,9982.22,39.1,1003,postgres,141.39,7.2,1121,spotify,196.42,3.3,1229,spotify,150.68,19.0,1342,node,147.23,8.7,1444,spotify,62.92,17.1
1775697227.44,6394.83,9989.17,39.0,1008,firefox,100.76,15.8,1119,slack,232.81,11.7,1229,chrome,175.58,29.4,1337,chrome,79.46,2.0,1447,code,125.73,22.1
1775697229.44,6393.2,9990.8,39.0,1002,docker,785.61,14.4,1113,python3,48.66,23.3,1229,chrome,90.03,1.3,1336,chrome,71.67,9.3,1450,slack,81.01,1.1
1775697231.44,6397.74,9986.26,39.0,1000,firefox,254.91,24.0,1117,java,303.74,26.8,1228,firefox,260.1,14.9,1340,firefox,185.81,15.6,1445,java,21.84,18.1
1775697233.44,6406.63,9977.37,39.1,1010,postgres,279.87,18.1,1117,python3,283.66,10.5,1222,firefox,170.38,13.0,1343,chrome,26.57,19.1,1449,slack,130.16,20.4
1775697235.44,6390.33,9993.67,39.0,1009,docker,76.1,2.0,1121,firefox,160.81,28.5,1222,spotify,55.03,13.5,1338,firefox,95.74,2.3,1446,slack,65.04,9.4
1775697237.44,6384.13,9999.87,39.0,1008,java,735.16,3.5,1115,docker,105.46,18.4,1229,node,47.33,25.6,1340,python3,181.0,13.4,1445,firefox,110.18,21.3
1775697239.44,6422.3,9961.7,39.2,1004,python3,583.86,27.8,1121,python3,322.64,15.3,1223,node,214.68,7.1,1340,chrome,80.17,17.2,1451,slack,29.47,26.5
1775697241.44,6436.8,9947.2,39.3,1006,java,667.5,2.2,1116,code,193.74,20.4,1227,python3,236.16,23.4,1343,spotify,46.62,29.0,1450,slack,146.61,1.7
1775697243.44,6443.53,9940.47,39.3,1002,python3,292.0,21.3,1116,slack,360.6,25.4,1226,node,175.43,16.5,1335,postgres,127.71,2.8,1454,python3,98.77,17.4
1775697245.44,6454.18,9929.82,39.4,1009,chrome,668.93,0.9,1111,spotify,124.25,6.3,1231,java,171.19,0.9,1343,slack,66.81,28.7,1451,node,130.7,20.5
1775697247.44,6473.33,9910.67,39.5,1000,python3,379.7,14.5,1114,firefox,252.5,9.4,1227,firefox,260.51,3.9,1338,slack,117.81,9.6,1451,code,50.12,7.4
1775697249.44,6484.21,9899.79,39.6,1003,python3,660.11,28.0,1116,node,311.17,14.9,1230,docker,141.36,9.3,1333,code,189.73,15.2,1447,node,97.5,1.5
1775697251.44,6492.01,9891.99,39.6,1010,docker,264.31,0.2,1112,java,75.23,7.9,1227,java,108.15,12.0,1342,slack,49.0,16.6,1445,java,85.64,22.9
1775697253.44,6484.34,9899.66,39.6,1001,java,329.9,29.6,1119,firefox,308.11,6.0,1230,java,141.69,1.4,1335,firefox,163.24,15.6,1446,spotify,143.97,4.2
1775697255.44,6529.36,9854.64,39.9,1006,spotify,604.49,9.0,1116,slack,335.61,16.0,1231,postgres,135.39,0.5,1338,code,196.23,17.5,1454,chrome,99.54,8.0
1775697257.44,6507.66,9876.34,39.7,1000,spotify,410.34,15.7,1120,java,80.42,20.4,1222,spotify,253.72,3.3,1333,docker,71.32,4.5,1447,java,85.27,18.3
1775697259.44,6475.12,9908.88,39.5,1000,python3,439.01,16.8,1121,docker,222.05,9.4,1224,docker,244.7,10.3,1338,postgres,126.89,5.8,1447,postgres,93.71,6.7
1775697261.44,6488.29,9895.71,39.6,1007,firefox,409.85,16.8,1115,postgres,70.7,20.3,1228,java,221.26,28.6,1335,postgres,20.39,28.7,1445,firefox,148.6,19.7
1775697263.44,6486.9,9897.1,39.6,1008,postgres,749.77,20.9,1113,code,255.88,17.6,1225,chrome,184.13,15.9,1343,node,22.34,12.4,1451,code,112.18,4.1
1775697265.44,6528.05,9855.95,39.8,1007,docker,537.9,22.7,1115,firefox,132.03,1.8,1223,spotify,74.72,22.2,1333,python3,90.85,25.1,1444,java,128.19,5.6
1775697267.44,6519.66,9864.34,39.8,1004,chrome,56.95,17.0,1112,firefox,131.71,29.7,1230,slack,140.14,28.2,1341,docker,63.66,24.3,1449,python3,119.67,19.4
1775697269.44,6519.93,9864.07,39.8,1010,node,181.62,25.7,1117,java,218.23,2.6,1232,code,62.86,4.2,1338,node,13.78,11.5,1451,postgres,153.11,9.1
1775697271.44,6518.24,9865.76,39.8,1010,firefox,569.58,1.9,1112,docker,140.05,12.2,1230,postgres,189.24,19.2,1337,firefox,127.74,6.6,1446,docker,32.98,22.4
1775697273.44,6506.78,9877.22,39.7,1008,node,621.39,20.4,1120,code,222.06,15.8,1227,code,245.98,3.4,1341,slack,50.4,16.1,1446,firefox,138.17,13.3
1775697275.44,6497.99,9886.01,39.7,1007,code,724.17,13.4,1111,docker,74.48,12.5,1231,chrome,156.37,20.2,1337,chrome,86.74,24.5,1447,spotify,20.95,12.7
1775697277.44,6493.05,9890.95,39.6,1007,chrome,265.32,5.4,1113,java,165.42,26.7,1229,java,110.58,20.5,1343,slack,37.44,25.8,1445,python3,158.93,11.8
1775697279.44,6476.04,9907.96,39.5,1000,chrome,783.87,13.9,1119,java,224.48,24.7,1225,docker,103.21,8.3,1334,chrome,164.28,12.6,1444,node,40.91,3.0
1775697281.44,6496.66,9887.34,39.7,1000,java,379.22,16.2,1111,python3,213.96,8.7,1231,firefox,161.04,23.2,1338,node,69.08,4.3,1454,slack,43.16,9.0
1775697283.44,6501.73,9882.27,39.7,1002,java,466.89,1.4,1116,java,319.68,9.6,1228,java,53.97,11.3,1341,docker,57.68,6.8,1446,docker,147.21,16.9
1775697285.44,6521.33,9862.67,39.8,1003,firefox,535.03,27.7,1116,code,225.86,24.9,1222,postgres,110.96,18.1,1333,code,47.78,22.9,1454,slack,42.55,6.3
1775697287.44,6518.32,9865.68,39.8,1000,node,752.87,28.9,1112,docker,367.92,20.9,1225,java,245.45,16.6,1337,java,99.92,19.5,1448,postgres,63.95,26.5
1775697289.44,6492.76,9891.24,39.6,1005,node,328.03,12.4,1120,node,302.97,0.5,1230,spotify,161.45,12.5,1335,node,74.35,11.4,1447,docker,92.6,28.3
1775697291.44,6499.36,9884.64,39.7,1007,docker,395.62,22.0,1116,python3,77.48,16.4,1224,slack,264.25,28.7,1341,chrome,169.83,2.2,1454,chrome,124.65,12.4
1775697293.44,6307.35,10076.65,38.5,1005,chrome,513.38,20.0,1120,docker,272.23,0.5,1230,slack,119.5,0.5,1337,slack,195.78,0.5,1454,java,130.93,27.3
1775697295.44,6299.14,10084.86,38.4,1002,node,193.95,15.8,1116,postgres,323.1,2.4,1228,docker,157.92,29.7,1336,postgres,140.76,25.4,1454,chrome,24.03,11.4
1775697297.44,6463.76,9920.24,39.5,1007,java,533.68,9.9,1112,slack,369.68,6.9,1231,docker,84.44,27.7,1343,postgres,181.12,16.9,1444,python3,149.31,9.4
1775697299.44,6463.0,9921.0,39.4,1006,code,274.46,16.9,1120,java,278.89,16.2,1228,python3,214.29,20.7,1334,slack,152.27,10.4,1445,java,44.82,2.3
1775697301.44,6447.56,9936.44,39.4,1005,chrome,525.59,23.5,1118,docker,110.55,16.6,1228,java,63.1,17.6,1339,code,157.28,8.9,1447,code,22.31,4.6
1775697303.44,6435.77,9948.23,39.3,1006,firefox,320.53,2.7,1115,docker,159.97,8.1,1224,code,63.51,13.5,1341,slack,89.01,0.8,1449,slack,23.96,17.9
1775697305.44,6430.02,9953.98,39.2,1001,slack,728.91,29.3,1120,slack,88.59,11.4,1224,postgres,91.95,14.8,1334,python3,94.0,12.6,1451,code,64.17,28.3
1775697307.44,6444.16,9939.84,39.3,1009,node,393.4,4.1,1111,java,149.58,18.6,1227,docker,100.35,24.5,1343,spotify,38.02,9.6,1447,docker,57.13,28.9
1775697309.44,6457.31,9926.69,39.4,1009,node,294.41,8.4,1117,firefox,67.71,16.9,1231,slack,61.65,23.0,1333,docker,189.31,6.3,1448,code,132.84,23.9
1775697311.44,6455.82,9928.18,39.4,1010,postgres,231.52,19.8,1117,java,52.74,29.7,1229,spotify,116.87,15.2,1339,slack,19.39,29.1,1452,spotify,105.73,2.5
1775697313.44,6459.38,9924.62,39.4,1000,spotify,787.71,20.3,1117,firefox,387.14,12.9,1222,code,81.35,15.3,1341,slack,121.35,17.3,1451,firefox,68.67,23.2
1775697315.44,6438.54,9945.46,39.3,1005,chrome,412.08,8.9,1112,code,336.74,21.9,1227,postgres,102.43,23.5,1341,docker,77.81,2.9,1451,firefox,20.08,1.3
1775697317.44,6438.73,9945.27,39.3,1002,node,437.0,16.6,1116,slack,184.89,13.9,1228,python3,63.26,19.7,1339,chrome,150.76,26.5,1451,spotify,74.43,0.1
1775697319.44,6436.59,9947.41,39.3,1001,spotify,126.31,26.2,1113,firefox,147.24,13.7,1226,docker,148.6,19.2,1342,java,127.12,17.6,1449,firefox,136.83,18.5
1775697321.44,6446.73,9937.27,39.3,1001,python3,284.89,7.2,1112,python3,164.99,4.2,1228,java,165.77,17.2,1339,python3,103.75,16.1,1454,python3,93.24,14.7
1775697323.44,6426.11,9957.89,39.2,1007,spotify,90.21,10.8,1111,docker,76.2,24.5,1230,slack,179.93,12.3,1340,java,145.65,13.3,1446,code,94.81,23.9
1775697325.44,6427.82,9956.18,39.2,1007,spotify,606.89,23.0,1119,slack,67.45,3.4,1230,firefox,152.18,22.7,1340,slack,53.48,12.8,1454,node,54.66,30.0
1775697327.44,6432.63,9951.37,39.3,1001,docker,698.97,3.5,1114,node,329.01,17.6,1227,spotify,174.86,5.0,1335,node,165.04,24.2,1453,firefox,89.84,17.9
1775697329.44,6454.11,9929.89,39.4,1008,code,151.69,22.5,1117,chrome,397.18,26.0,1224,python3,79.09,21.3,1336,java,104.27,17.3,1448,java,66.28,2.3
1775697331.44,6491.46,9892.54,39.6,1006,slack,612.35,20.8,1116,docker,381.35,9.8,1222,code,199.4,13.8,1343,firefox,171.89,23.9,1450,node,155.22,24.7
1775697333.44,6479.26,9904.74,39.5,1002,spotify,689.32,23.6,1121,chrome,42.23,18.8,1229,chrome,47.73,25.7,1340,docker,12.63,28.7,1447,python3,142.32,9.1
1775697335.44,6480.74,9903.26,39.6,1001,firefox,237.79,11.2,1121,python3,44.42,18.8,1225,java,180.54,21.1,1333,node,101.9,4.0,1447,slack,112.0,0.3
1775697337.44,6472.52,9911.48,39.5,1002,docker,103.12,11.5,1112,code,142.51,26.4,1224,java,210.03,22.6,1335,python3,25.33,16.9,1453,python3,76.01,21.7
1775697339.44,6447.52,9936.48,39.4,1006,spotify,564.92,25.8,1112,code,77.5,3.7,1228,firefox,257.48,9.4,1335,node,64.43,2.5,1452,spotify,100.0,18.2
1775697341.44,6452.75,9931.25,39.4,1004,node,438.31,15.3,1117,postgres,267.31,23.5,1225,docker,113.14,7.2,1343,spotify,25.81,26.7,1444,firefox,150.09,4.0
1775697343.44,6431.23,9952.77,39.3,1005,slack,562.21,22.9,1112,chrome,245.26,0.4,1225,chrome,247.31,28.5,1339,slack,66.22,21.4,1450,java,115.27,2.5
1775697345.44,6412.1,9971.9,39.1,1008,node,780.74,4.7,1116,java,244.91,22.9,1232,code,94.21,13.1,1336,chrome,58.34,27.7,1445,docker,101.84,1.7
1775697347.44,6408.46,9975.54,39.1,1002,code,59.5,4.1,1111,python3,211.15,10.4,1230,postgres,58.41,3.8,1337,code,157.14,0.9,1450,postgres,88.58,7.9
1775697349.44,6430.38,9953.62,39.2,1000,docker,694.52,5.0,1113,postgres,315.0,26.8,1232,code,73.77,15.3,1333,chrome,58.35,14.2,1450,python3,36.84,28.8
1775697351.44,6428.19,9955.81,39.2,1010,java,218.39,7.4,1116,postgres,334.75,17.1,1223,slack,185.0,1.6,1336,slack,196.52,28.6,1445,docker,139.9,23.2
1775697353.44,6426.93,9957.07,39.2,1004,spotify,638.38,22.2,1114,docker,163.1,29.2,1225,slack,206.79,7.4,1333,java,16.98,16.2,1454,chrome,152.65,0.0
1775697355.44,6433.97,9950.03,39.3,1004,code,203.9,29.5,1117,docker,385.44,29.2,1224,postgres,39.92,27.6,1341,java,143.91,11.2,1445,spotify,24.34,4.0
1775697357.44,6437.61,9946.39,39.3,1002,node,268.76,25.5,1117,firefox,144.27,8.2,1223,node,50.69,23.1,1334,python3,32.31,13.5,1449,java,28.11,10.7
1775697359.44,6433.39,9950.61,39.3,1007,postgres,689.36,2.7,1121,postgres,334.9,20.9,1222,node,225.65,9.8,1334,node,194.08,11.9,1444,postgres,49.03,29.7
1775697361.44,6449.52,9934.48,39.4,1003,code,396.53,24.1,1113,code,29.48,24.9,1225,python3,66.2,12.0,1343,code,121.69,7.8,1445,chrome,159.57,5.9
1775697363.44,6453.63,9930.37,39.4,1001,firefox,141.9,28.3,1111,python3,371.55,13.0,1228,docker,24.04,20.5,1335,firefox,52.76,5.6,1448,docker,142.51,1.0
1775697365.44,6446.53,9937.47,39.3,1008,docker,95.73,8.4,1113,java,99.8,26.5,1230,node,174.36,24.1,1333,java,159.11,10.8,1452,docker,61.61,17.0
1775697367.44,6440.03,9943.97,39.3,1000,firefox,497.84,0.9,1115,chrome,328.25,14.2,1227,spotify,266.57,29.2,1334,node,135.66,8.0,1444,node,96.35,29.5
1775697369.44,6414.39,9969.61,39.2,1003,spotify,288.5,22.1,1116,spotify,35.58,21.0,1231,spotify,52.19,28.5,1340,slack,70.45,14.7,1445,chrome,44.89,6.6
1775697371.44,6321.78,10062.22,38.6,1003,python3,305.57,5.3,1116,chrome,33.22,17.6,1224,code,228.29,25.8,1334,firefox,144.6,19.9,1453,code,60.48,9.7
1775697373.44,6347.05,10036.95,38.7,1007,firefox,180.65,29.1,1120,firefox,108.71,17.7,1224,java,93.37,20.7,1335,python3,149.16,28.5,1453,java,137.61,23.1
1775697375.44,6344.57,10039.43,38.7,1005,spotify,215.67,17.0,1118,python3,149.19,2.3,1227,firefox,58.64,26.6,1334,firefox,96.24,8.0,1447,code,62.57,23.6
1775697377.44,6344.9,10039.1,38.7,1002,java,419.81,11.4,1119,java,63.04,14.4,1231,node,57.33,2.2,1333,postgres,16.26,7.8,1445,code,61.27,26.6
1775697379.44,6341.48,10042.52,38.7,1001,firefox,495.52,18.4,1118,chrome,186.75,19.6,1231,java,55.94,3.0,1336,node,89.24,16.6,1452,postgres,109.09,8.9
1775697381.44,6355.05,10028.95,38.8,1000,firefox,52.86,2.6,1121,spotify,205.12,2.9,1225,python3,176.21,29.3,1340,code,70.32,11.9,1451,postgres,23.67,16.3
1775697383.44,6364.77,10019.23,38.8,1005,python3,384.33,7.9,1118,postgres,109.84,8.1,1222,python3,204.73,20.0,1334,firefox,164.03,12.4,1453,node,93.04,25.2
1775697385.44,6372.51,10011.49,38.9,1007,spotify,711.24,14.3,1112,java,363.54,21.4,1230,spotify,241.78,24.0,1343,spotify,40.15,28.5,1451,python3,152.36,5.0
1775697387.44,6359.55,10024.45,38.8,1000,java,108.78,20.5,1114,python3,337.79,7.7,1223,code,113.69,11.9,1338,postgres,109.94,27.5,1444,spotify,98.14,23.5
1775697389.44,6367.3,10016.7,38.9,1001,code,472.01,3.0,1115,slack,355.05,26.3,1226,java,180.36,17.2,1340,chrome,44.79,12.1,1453,spotify,112.12,12.1
