used_mb,avail_mb,mem_pct,rss1,rss2,rss3,rss4,rss5,mem_lag1,mem_lag5,mem_lag10,mem_roll_mean,mem_roll_std,mem_roll_min,mem_roll_max,mem_delta,time_delta,rate_mb_per_sec,y
6094.41,10289.59,37.2,675.27,283.86,230.53,114.59,69.72,6079.25,6138.99,6148.69,6155.833666666667,50.56248346717094,6040.36,6227.45,15.159999999999854,2.0,7.579999999999927,6362.67
6089.63,10294.37,37.2,547.08,43.97,67.97,122.45,126.16,6094.41,6040.36,6134.09,6152.241,51.3297297970153,6040.36,6227.45,-4.779999999999745,2.0,-2.3899999999998727,6348.21
6080.11,10303.89,37.1,648.89,30.57,97.61,151.57,77.24,6089.63,6044.63,6129.46,6148.061333333333,51.9448531673238,6040.36,6227.45,-9.520000000000437,2.0,-4.760000000000218,6316.41
6073.7,10310.3,37.1,82.52,138.11,266.31,104.43,58.32,6080.11,6067.39,6122.78,6142.936333333333,51.42414705063347,6040.36,6219.71,-6.4099999999998545,2.0,-3.2049999999999272,6327.69
6088.88,10295.12,37.2,447.92,62.19,196.88,90.09,119.44,6073.7,6079.25,6136.21,6138.575333333333,50.2223283722146,6040.36,6217.87,15.180000000000291,2.0,7.5900000000001455,6328.45
6104.29,10279.71,37.3,100.35,61.21,31.66,138.13,140.21,6088.88,6094.41,6138.99,6134.789333333333,48.282220539552675,6040.36,6204.58,15.409999999999854,2.0,7.704999999999927,6345.09
6124.68,10259.32,37.4,542.55,342.02,73.21,127.54,149.36,6104.29,6089.63,6040.36,6132.580666666667,47.12674282395851,6040.36,6204.58,20.390000000000327,2.0,10.195000000000164,6358.72
6121.15,10262.85,37.4,313.27,271.5,39.61,97.56,126.53,6124.68,6080.11,6044.63,6129.8116666666665,45.17224201709166,6040.36,6204.58,-3.530000000000655,2.0,-1.7650000000003274,6355.14
6125.88,10258.12,37.4,254.08,190.77,102.96,103.74,69.29,6121.15,6073.7,6067.39,6128.036666666667,44.20331289919905,6040.36,6204.58,4.730000000000473,2.0,2.3650000000002365,6362.06
6349.45,10034.55,38.8,623.12,211.52,149.81,26.01,12.81,6125.88,6088.88,6079.25,6132.865666666667,58.46586340783053,6040.36,6349.45,223.5699999999997,2.0,111.78499999999985,6382.07
6362.67,10021.33,38.8,136.38,325.5,125.84,87.58,43.24,6349.45,6104.29,6094.41,6138.796666666666,71.4850456188322,6040.36,6362.67,13.220000000000255,2.0,6.610000000000127,6401.78
6348.21,10035.79,38.7,195.43,113.6,167.27,45.71,123.17,6362.67,6124.68,6089.63,6144.086333333334,80.65142346407575,6040.36,6362.67,-14.460000000000036,2.0,-7.230000000000018,6394.83
6316.41,10067.59,38.6,698.19,50.61,164.52,99.08,21.51,6348.21,6121.15,6080.11,6148.282999999999,86.23281238640546,6040.36,6362.67,-31.800000000000182,2.0,-15.900000000000091,6393.2
6327.69,10056.31,38.6,397.03,365.89,167.92,31.91,85.68,6316.41,6125.88,6073.7,6153.165666666667,92.1083154239067,6040.36,6362.67,11.279999999999745,2.0,5.639999999999873,6397.74
6328.45,10055.55,38.6,329.64,279.59,33.14,65.78,140.99,6327.69,6349.45,6088.88,6158.635666666666,97.50971526073626,6040.36,6362.67,0.7600000000002183,2.0,0.38000000000010914,6406.63
6345.09,10038.91,38.7,775.77,248.14,110.84,30.02,12.73,6328.45,6362.67,6104.29,6165.044666666668,103.26319412176746,6040.36,6362.67,16.640000000000327,2.0,8.320000000000164,6390.33
6358.72,10025.28,38.8,107.87,314.08,182.15,124.48,131.36,6345.09,6348.21,6124.68,6172.192666666666,109.0367664639751,6040.36,6362.67,13.63000000000011,2.0,6.815000000000055,6384.13
6355.14,10028.86,38.8,777.19,225.25,108.63,156.77,72.8,6358.72,6316.41,6121.15,6178.433666666667,114.02727439863448,6040.36,6362.67,-3.5799999999999272,2.0,-1.7899999999999636,6422.3
6362.06,10021.94,38.8,465.91,131.9,242.99,189.95,149.57,6355.14,6327.69,6125.88,6185.037666666667,118.79633968247447,6040.36,6362.67,6.920000000000073,2.0,3.4600000000000364,6436.8
6382.07,10001.93,39.0,331.18,321.77,190.68,127.88,42.35,6362.06,6328.45,6349.45,6192.684666666667,123.91371694221978,6040.36,6382.07,20.00999999999931,2.0,10.004999999999654,6443.53
6401.78,9982.22,39.1,141.39,196.42,150.68,147.23,62.92,6382.07,6345.09,6362.67,6201.121,129.31301828882212,6040.36,6401.78,19.710000000000036,2.0,9.855000000000018,6454.18
6394.83,9989.17,39.0,100.76,232.81,175.58,79.46,125.73,6401.78,6358.72,6348.21,6209.812333333333,133.3517112281314,6040.36,6401.78,-6.949999999999818,2.0,-3.474999999999909,6473.33
6393.2,9990.8,39.0,785.61,48.66,90.03,71.67,81.01,6394.83,6355.14,6316.41,6218.603666666666,136.52757714313373,6040.36,6401.78,-1.6300000000001091,2.0,-0.8150000000000546,6484.21
6397.74,9986.26,39.0,254.91,303.74,260.1,185.81,21.84,6393.2,6362.06,6327.69,6227.768999999999,139.07838909319514,6040.36,6401.78,4.539999999999964,2.0,2.269999999999982,6492.01
6406.63,9977.37,39.1,279.87,283.66,170.38,26.57,130.16,6397.74,6382.07,6328.45,6236.782999999999,141.6785813552179,6040.36,6406.63,8.890000000000327,2.0,4.445000000000164,6484.34
6390.33,9993.67,39.0,76.1,160.81,55.03,95.74,65.04,6406.63,6401.78,6345.09,6245.161000000001,143.12031059867613,6040.36,6406.63,-16.300000000000182,2.0,-8.150000000000091,6529.36
6384.13,9999.87,39.0,735.16,105.46,47.33,181.0,110.18,6390.33,6394.83,6358.72,6256.619999999999,139.88282643353284,6044.63,6406.63,-6.199999999999818,2.0,-3.099999999999909,6507.66
6422.3,9961.7,39.2,583.86,322.64,214.68,80.17,29.47,6384.13,6393.2,6355.14,6269.209000000001,137.11366584346655,6067.39,6422.3,38.17000000000007,2.0,19.085000000000036,6475.12
6436.8,9947.2,39.3,667.5,193.74,236.16,46.62,146.61,6422.3,6397.74,6362.06,6281.522666666667,134.93441655839064,6073.7,6436.8,14.5,2.0,7.25,6488.29
6443.53,9940.47,39.3,292.0,360.6,175.43,127.71,98.77,6436.8,6406.63,6382.07,6293.665333333333,132.47256321614924,6073.7,6443.53,6.729999999999563,2.0,3.3649999999997817,6486.9
6454.18,9929.82,39.4,668.93,124.25,171.19,66.81,130.7,6443.53,6390.33,6401.78,6305.657666666666,130.07533741917325,6073.7,6454.18,10.650000000000546,2.0,5.325000000000273,6528.05
6473.33,9910.67,39.5,379.7,252.5,260.51,117.81,50.12,6454.18,6384.13,6394.83,6318.447666666666,126.92744932014753,6073.7,6473.33,19.149999999999636,2.0,9.574999999999818,6519.66
6484.21,9899.79,39.6,660.11,311.17,141.36,189.73,97.5,6473.33,6422.3,6393.2,6331.917666666666,122.11298119825528,6073.7,6484.21,10.88000000000011,2.0,5.440000000000055,6519.93
6492.01,9891.99,39.6,264.31,75.23,108.15,49.0,85.64,6484.21,6436.8,6397.74,6345.861333333333,115.30413183771654,6088.88,6492.01,7.800000000000182,2.0,3.900000000000091,6518.24
6484.34,9899.66,39.6,329.9,308.11,141.69,163.24,143.97,6492.01,6443.53,6406.63,6359.043333333333,107.23487329490149,6104.29,6492.01,-7.670000000000073,2.0,-3.8350000000000364,6506.78
6529.36,9854.64,39.9,604.49,335.61,135.39,196.23,99.54,6484.34,6454.18,6390.33,6373.212333333333,100.26962147589022,6121.15,6529.36,45.01999999999953,2.0,22.509999999999764,6497.99
6507.66,9876.34,39.7,410.34,80.42,253.72,71.32,85.27,6529.36,6473.33,6384.13,6385.978333333333,91.5356807040441,6121.15,6529.36,-21.699999999999818,2.0,-10.849999999999909,6493.05
6475.12,9908.88,39.5,439.01,222.05,244.7,126.89,93.71,6507.66,6484.21,6422.3,6397.777333333333,78.04073714869214,6125.88,6529.36,-32.539999999999964,2.0,-16.269999999999982,6476.04
6488.29,9895.71,39.6,409.85,70.7,221.26,20.39,148.6,6475.12,6492.01,6436.8,6409.857666666666,60.602347836794905,6316.41,6529.36,13.170000000000073,2.0,6.585000000000036,6496.66
6486.9,9897.1,39.6,749.77,255.88,184.13,22.34,112.18,6488.29,6484.34,6443.53,6414.439333333333,61.07185626067831,6316.41,6529.36,-1.3900000000003274,2.0,-0.6950000000001637,6501.73
6528.05,9855.95,39.8,537.9,132.03,74.72,90.85,128.19,6486.9,6529.36,6454.18,6419.952,63.64746983620172,6316.41,6529.36,41.150000000000546,2.0,20.575000000000273,6521.33
6519.66,9864.34,39.8,56.95,131.71,140.14,63.66,119.67,6528.05,6507.66,6473.33,6425.667,64.67263612303039,6316.41,6529.36,-8.390000000000327,2.0,-4.195000000000164,6518.32
6519.93,9864.07,39.8,181.62,218.23,62.86,13.78,153.11,6519.66,6475.12,6484.21,6432.451,63.480023322560996,6327.69,6529.36,0.27000000000043656,2.0,0.13500000000021828,6492.76
6518.24,9865.76,39.8,569.58,140.05,189.24,127.74,32.98,6519.93,6488.29,6492.01,6438.8026666666665,62.1556063958445,6328.45,6529.36,-1.6900000000005093,2.0,-0.8450000000002547,6499.36
6506.78,9877.22,39.7,621.39,222.06,245.98,50.4,138.17,6518.24,6486.9,6484.34,6444.747,59.71755839234517,6345.09,6529.36,-11.460000000000036,2.0,-5.730000000000018,6307.35
6497.99,9886.01,39.7,724.17,74.48,156.37,86.74,20.95,6506.78,6528.05,6529.36,6449.843666666667,57.39861697739622,6355.14,6529.36,-8.789999999999964,2.0,-4.394999999999982,6299.14
6493.05,9890.95,39.6,265.32,165.42,110.58,37.44,158.93,6497.99,6519.66,6507.66,6454.321333333334,55.24404019864531,6355.14,6529.36,-4.9399999999996,2.0,-2.4699999999998,6463.76
6476.04,9907.96,39.5,783.87,224.48,103.21,164.28,40.91,6493.05,6519.93,6475.12,6458.351333333334,52.07843949494012,6362.06,6529.36,-17.01000000000022,2.0,-8.50500000000011,6463.0
6496.66,9887.34,39.7,379.22,213.96,161.04,69.08,43.16,6476.04,6518.24,6488.29,6462.838000000001,49.21605417913701,6382.07,6529.36,20.61999999999989,2.0,10.309999999999945,6447.56
6501.73,9882.27,39.7,466.89,319.68,53.97,57.68,147.21,6496.66,6506.78,6486.9,6466.826666666666,47.25434249945377,6384.13,6529.36,5.069999999999709,2.0,2.5349999999998545,6435.77
6521.33,9862.67,39.8,535.03,225.86,110.96,47.78,42.55,6501.73,6497.99,6528.05,6470.8116666666665,46.61631777963085,6384.13,6529.36,19.600000000000364,2.0,9.800000000000182,6430.02
6518.32,9865.68,39.8,752.87,367.92,245.45,99.92,63.95,6521.33,6493.05,6519.66,6474.928,45.103273632985555,6384.13,6529.36,-3.0100000000002183,2.0,-1.5050000000001091,6444.16
6492.76,9891.24,39.6,328.03,302.97,161.45,74.35,92.6,6518.32,6476.04,6519.93,6478.246666666667,42.468227988743685,6384.13,6529.36,-25.55999999999949,2.0,-12.779999999999745,6457.31
6499.36,9884.64,39.7,395.62,77.48,264.25,169.83,124.65,6492.76,6496.66,6518.24,6481.634000000001,39.793947694361805,6384.13,6529.36,6.599999999999454,2.0,3.299999999999727,6455.82
6307.35,10076.65,38.5,513.38,272.23,119.5,195.78,130.93,6499.36,6501.73,6506.78,6478.324666666666,49.250924005549976,6307.35,6529.36,-192.0099999999993,2.0,-96.00499999999965,6459.38
6299.14,10084.86,38.4,193.95,323.1,157.92,140.76,24.03,6307.35,6521.33,6497.99,6475.285,57.063439636089356,6299.14,6529.36,-8.210000000000036,2.0,-4.105000000000018,6438.54
6463.76,9920.24,39.5,533.68,369.68,84.44,181.12,149.31,6299.14,6518.32,6493.05,6477.939333333334,54.47019912430864,6299.14,6529.36,164.6199999999999,2.0,82.30999999999995,6438.73
6463.0,9921.0,39.4,274.46,278.89,214.29,152.27,44.82,6463.76,6492.76,6476.04,6479.296,53.53545622390454,6299.14,6529.36,-0.7600000000002183,2.0,-0.38000000000010914,6436.59
6447.56,9936.44,39.4,525.59,110.55,63.1,157.28,22.31,6463.0,6499.36,6496.66,6479.654666666667,53.276349008507616,6299.14,6529.36,-15.4399999999996,2.0,-7.7199999999998,6446.73
6435.77,9948.23,39.3,320.53,159.97,63.51,89.01,23.96,6447.56,6307.35,6501.73,6479.396,53.47625213183057,6299.14,6529.36,-11.789999999999964,2.0,-5.894999999999982,6426.11
6430.02,9953.98,39.2,728.91,88.59,91.95,94.0,64.17,6435.77,6299.14,6521.33,6478.590666666667,54.04795526663241,6299.14,6529.36,-5.75,2.0,-2.875,6427.82
6444.16,9939.84,39.3,393.4,149.58,100.35,38.02,57.13,6430.02,6463.76,6518.32,6477.618333333333,54.40705323716934,6299.14,6529.36,14.139999999999418,2.0,7.069999999999709,6432.63
6457.31,9926.69,39.4,294.41,67.71,61.65,189.31,132.84,6444.16,6463.0,6492.76,6476.721666666666,54.516227832862725,6299.14,6529.36,13.150000000000546,2.0,6.575000000000273,6454.11
6455.82,9928.18,39.4,231.52,52.74,116.87,19.39,105.73,6457.31,6447.56,6499.36,6475.515333333333,54.56664484090595,6299.14,6529.36,-1.4900000000006912,2.0,-0.7450000000003456,6491.46
6459.38,9924.62,39.4,787.71,387.14,81.35,121.35,68.67,6455.82,6435.77,6307.35,6474.683333333333,54.61771553784433,6299.14,6529.36,3.5600000000004,2.0,1.7800000000002,6479.26
6438.54,9945.46,39.3,412.08,336.74,102.43,77.81,20.08,6459.38,6430.02,6299.14,6471.656000000001,53.996044210136446,6299.14,6528.05,-20.840000000000146,2.0,-10.420000000000073,6480.74
6438.73,9945.27,39.3,437.0,184.89,63.26,150.76,74.43,6438.54,6444.16,6463.76,6469.358333333334,53.87759633446726,6299.14,6528.05,0.18999999999959982,2.0,0.09499999999979991,6472.52
6436.59,9947.41,39.3,126.31,147.24,148.6,127.12,136.83,6438.73,6457.31,6463.0,6468.074,54.19382447320617,6299.14,6528.05,-2.139999999999418,2.0,-1.069999999999709,6447.52
6446.73,9937.27,39.3,284.89,164.99,165.77,103.75,93.24,6436.59,6455.82,6447.56,6466.688666666667,54.19042190041825,6299.14,6528.05,10.139999999999418,2.0,5.069999999999709,6452.75
6426.11,9957.89,39.2,90.21,76.2,179.93,145.65,94.81,6446.73,6459.38,6435.77,6464.662333333335,54.54400385409011,6299.14,6528.05,-20.61999999999989,2.0,-10.309999999999945,6431.23
6427.82,9956.18,39.2,606.89,67.45,152.18,53.48,54.66,6426.11,6438.54,6430.02,6461.321333333332,53.58875819661902,6299.14,6521.33,1.7100000000000364,2.0,0.8550000000000182,6412.1
6432.63,9951.37,39.3,698.97,329.01,174.86,165.04,89.84,6427.82,6438.73,6444.16,6458.420333333333,52.66950098839046,6299.14,6521.33,4.8100000000004,2.0,2.4050000000002,6408.46
6454.11,9929.89,39.4,151.69,397.18,79.09,104.27,66.28,6432.63,6436.59,6457.31,6456.226333333334,51.37386444642041,6299.14,6521.33,21.479999999999563,2.0,10.739999999999782,6430.38
6491.46,9892.54,39.6,612.35,381.35,199.4,171.89,155.22,6454.11,6446.73,6455.82,6455.333666666667,50.48412358718415,6299.14,6521.33,37.350000000000364,2.0,18.675000000000182,6428.19
6479.26,9904.74,39.5,689.32,42.23,47.73,12.63,142.32,6491.46,6426.11,6459.38,6454.416333333334,49.76193480016372,6299.14,6521.33,-12.199999999999818,2.0,-6.099999999999909,6426.93
6480.74,9903.26,39.6,237.79,44.42,180.54,101.9,112.0,6479.26,6427.82,6438.54,6453.841333333333,49.33894270375801,6299.14,6521.33,1.4799999999995634,2.0,0.7399999999997817,6433.97
6472.52,9911.48,39.5,103.12,142.51,210.03,25.33,76.01,6480.74,6432.63,6438.73,6453.157,48.9169353756959,6299.14,6521.33,-8.219999999999345,2.0,-4.109999999999673,6437.61
6447.52,9936.48,39.4,564.92,77.5,257.48,64.43,100.0,6472.52,6454.11,6436.59,6452.2063333333335,48.73367507268714,6299.14,6521.33,-25.0,2.0,-12.5,6433.39
6452.75,9931.25,39.4,438.31,267.31,113.14,25.81,150.09,6447.52,6491.46,6446.73,6450.742666666667,48.0064862667168,6299.14,6521.33,5.229999999999563,2.0,2.6149999999997817,6449.52
6431.23,9952.77,39.3,562.21,245.26,247.31,66.22,115.27,6452.75,6479.26,6426.11,6448.392666666667,47.14227182308896,6299.14,6521.33,-21.520000000000437,2.0,-10.760000000000218,6453.63
6412.1,9971.9,39.1,780.74,244.91,94.21,58.34,101.84,6431.23,6480.74,6427.82,6444.751666666666,45.50445852222237,6299.14,6518.32,-19.1299999999992,2.0,-9.5649999999996,6446.53
6408.46,9975.54,39.1,59.5,211.15,58.41,157.14,88.58,6412.1,6472.52,6432.63,6441.089666666667,43.76721127330443,6299.14,6499.36,-3.6400000000003274,2.0,-1.8200000000001637,6440.03
6430.38,9953.62,39.2,694.52,315.0,73.77,58.35,36.84,6408.46,6447.52,6454.11,6439.010333333334,42.69646658101992,6299.14,6499.36,21.920000000000073,2.0,10.960000000000036,6414.39
6428.19,9955.81,39.2,218.39,334.75,185.0,196.52,139.9,6430.38,6452.75,6491.46,6436.638,41.17783881717928,6299.14,6491.46,-2.1900000000005093,2.0,-1.0950000000002547,6321.78
6426.93,9957.07,39.2,638.38,163.1,206.79,16.98,152.65,6428.19,6431.23,6479.26,6440.624,33.257112446426554,6299.14,6491.46,-1.2599999999993088,2.0,-0.6299999999996544,6347.05
6433.97,9950.03,39.3,203.9,385.44,39.92,143.91,24.34,6426.93,6412.1,6480.74,6445.118333333333,19.909807682456176,6408.46,6491.46,7.039999999999964,2.0,3.519999999999982,6344.57
6437.61,9946.39,39.3,268.76,144.27,50.69,32.31,28.11,6433.97,6408.46,6472.52,6444.246666666667,19.636069965156832,6408.46,6491.46,3.639999999999418,2.0,1.819999999999709,6344.9
6433.39,9950.61,39.3,689.36,334.9,225.65,194.08,49.03,6437.61,6430.38,6447.52,6443.259666666666,19.403729375471613,6408.46,6491.46,-4.219999999999345,2.0,-2.1099999999996726,6341.48
6449.52,9934.48,39.4,396.53,29.48,66.2,121.69,159.57,6433.39,6428.19,6452.75,6443.325,19.421999213434614,6408.46,6491.46,16.13000000000011,2.0,8.065000000000055,6355.05
6453.63,9930.37,39.4,141.9,371.55,24.04,52.76,142.51,6449.52,6426.93,6431.23,6443.9203333333335,19.456130933921987,6408.46,6491.46,4.109999999999673,2.0,2.0549999999998363,6364.77
6446.53,9937.47,39.3,95.73,99.8,174.36,159.11,61.61,6453.63,6433.97,6412.1,6444.470666666667,19.282111583662452,6408.46,6491.46,-7.100000000000364,2.0,-3.550000000000182,6372.51
6440.03,9943.97,39.3,497.84,328.25,266.57,135.66,96.35,6446.53,6437.61,6408.46,6444.3330000000005,19.29914186939216,6408.46,6491.46,-6.5,2.0,-3.25,6359.55
6414.39,9969.61,39.2,288.5,35.58,52.19,70.45,44.89,6440.03,6433.39,6430.38,6442.902333333333,19.885903807176174,6408.46,6491.46,-25.639999999999418,2.0,-12.819999999999709,6367.3
6321.78,10062.22,38.6,305.57,33.22,228.29,144.6,60.48,6414.39,6449.52,6428.19,6438.434333333334,29.579168308363457,6321.78,6491.46,-92.61000000000058,2.0,-46.30500000000029,6374.1
6347.05,10036.95,38.7,180.65,108.71,93.37,149.16,137.61,6321.78,6453.63,6426.93,6434.6900000000005,33.66399037954768,6321.78,6491.46,25.270000000000437,2.0,12.635000000000218,6372.65
6344.57,10039.43,38.7,215.67,149.19,58.64,96.24,62.57,6347.05,6446.53,6433.97,6431.557666666666,37.45208881271127,6321.78,6491.46,-2.480000000000473,2.0,-1.2400000000002365,6353.66
6344.9,10039.1,38.7,419.81,63.04,57.33,16.26,61.27,6344.57,6440.03,6437.61,6428.430000000001,40.61668996172286,6321.78,6491.46,0.32999999999992724,2.0,0.16499999999996362,6365.11
6341.48,10042.52,38.7,495.52,186.75,55.94,89.24,109.09,6344.9,6414.39,6433.39,6425.259666666667,43.56285039303865,6321.78,6491.46,-3.4200000000000728,2.0,-1.7100000000000364,6383.09
6355.05,10028.95,38.8,52.86,205.12,176.21,70.32,23.67,6341.48,6321.78,6449.52,6422.203666666667,45.19009049773924,6321.78,6491.46,13.570000000000618,2.0,6.785000000000309,6382.19
6364.77,10019.23,38.8,384.33,109.84,204.73,164.03,93.04,6355.05,6347.05,6453.63,6420.159,46.37929490101921,6321.78,6491.46,9.720000000000255,2.0,4.860000000000127,6396.61
6372.51,10011.49,38.9,711.24,363.54,241.78,40.15,152.36,6364.77,6344.57,6446.53,6418.315333333334,47.15707207233345,6321.78,6491.46,7.739999999999782,2.0,3.869999999999891,6392.12
6359.55,10024.45,38.8,108.78,337.79,113.69,109.94,98.14,6372.51,6344.9,6440.03,6415.879333333333,48.26661793035906,6321.78,6491.46,-12.960000000000036,2.0,-6.480000000000018,6381.17
6367.3,10016.7,38.9,472.01,355.05,180.36,44.79,112.12,6359.55,6341.48,6414.39,6412.985666666666,48.49724284257632,6321.78,6491.46,7.75,2.0,3.875,6383.05
6374.1,10009.9,38.9,609.31,151.7,227.38,194.84,126.1,6367.3,6355.05,6321.78,6409.073666666666,46.6469705918916,6321.78,6480.74,6.800000000000182,2.0,3.400000000000091,6377.96
6372.65,10011.35,38.9,619.62,321.81,50.58,45.08,47.42,6374.1,6364.77,6347.05,6405.5199999999995,45.1526001847822,6321.78,6480.74,-1.4500000000007276,2.0,-0.7250000000003638,6395.88
6353.66,10030.34,38.8,667.63,280.44,128.19,115.88,52.76,6372.65,6372.51,6344.57,6401.284,43.793032873670704,6321.78,6472.52,-18.98999999999978,2.0,-9.49499999999989,6199.32
6365.11,10018.89,38.8,558.27,32.52,135.19,162.66,116.91,6353.66,6359.55,6344.9,6397.703666666667,42.12726576189424,6321.78,6453.63,11.449999999999818,2.0,5.724999999999909,6210.77
6383.09,10000.91,39.0,239.0,334.12,144.55,133.88,82.26,6365.11,6367.3,6341.48,6395.556,41.130577232113296,6321.78,6453.63,17.980000000000473,2.0,8.990000000000236,6228.12
6382.19,10001.81,39.0,191.27,327.04,181.8,199.53,68.24,6383.09,6374.1,6355.05,6393.204,39.741208665634055,6321.78,6453.63,-0.9000000000005457,2.0,-0.45000000000027285,6198.31
6396.61,9987.39,39.0,594.91,364.95,228.02,67.58,124.44,6382.19,6372.65,6364.77,6392.05,39.09635268285295,6321.78,6453.63,14.420000000000073,2.0,7.210000000000036,6222.11
6392.12,9991.88,39.0,641.07,135.27,233.27,101.04,89.48,6396.61,6353.66,6372.51,6391.384,38.91277368500793,6321.78,6453.63,-4.489999999999782,2.0,-2.244999999999891,6241.74
6381.17,10002.83,38.9,356.89,143.64,99.82,13.38,124.67,6392.12,6365.11,6359.55,6390.474333333334,38.81868814809186,6321.78,6453.63,-10.949999999999818,2.0,-5.474999999999909,6255.57
6383.05,10000.95,39.0,774.0,99.78,205.88,130.0,29.34,6381.17,6383.09,6367.3,6388.8966666666665,38.095982893767896,6321.78,6453.63,1.8800000000001091,2.0,0.9400000000000546,6236.75
6377.96,10006.04,38.9,761.35,221.54,102.35,43.42,44.26,6383.05,6382.19,6374.1,6387.222333333334,37.40706015632359,6321.78,6453.63,-5.0900000000001455,2.0,-2.5450000000000728,6229.81
6395.88,9988.12,39.0,331.39,43.22,180.06,95.81,115.28,6377.96,6396.61,6372.65,6386.187333333334,36.69326537222796,6321.78,6453.63,17.920000000000073,2.0,8.960000000000036,6210.81
6199.32,10184.68,37.8,252.48,336.49,87.34,126.69,63.69,6395.88,6392.12,6353.66,6378.365666666667,49.076414356496656,6199.32,6453.63,-196.5600000000004,2.0,-98.2800000000002,6180.75
6210.77,10173.23,37.9,225.88,338.21,211.55,133.31,79.64,6199.32,6381.17,6365.11,6370.8043333333335,56.540965477475204,6199.32,6453.63,11.450000000000728,2.0,5.725000000000364,6198.05
